index,order_id,date,status,fulfilment,sales_channel,ship-service-level,style,sku,category,size,asin,courier_status,qty,currency,amount,ship-city,ship-state,ship-postal-code,ship-country,b2b,fulfilled-by
5123,403-8824984-7086700,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3720,JNE3720-KR-XXL,kurta,XXL,B099FBRC7Q,Shipped,1,INR,517.0,IMPHAL,MANIPUR,795001.0,IN,False,Easy Ship
5127,403-1078580-4817145,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-S,Set,S,B0894X27FC,Shipped,1,INR,654.0,RANCHI,JHARKHAND,834008.0,IN,False,Easy Ship
5131,407-1009495-0829907,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET269,SET269-KR-NP-XL,Set,XL,B0983CBSJ3,Shipped,1,INR,824.0,RIICO INDUSTRIAL AREA KHUSHKHERA,RAJASTHAN,301707.0,IN,False,Easy Ship
5147,406-1777144-9705906,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-XL,kurta,XL,B09K3WFR76,Shipped,1,INR,459.0,Nagercoil,TAMIL NADU,629002.0,IN,False,Easy Ship
5148,403-0842292-6462719,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,597.0,HYDERABAD,TELANGANA,500018.0,IN,False,Easy Ship
5153,171-6549821-3727534,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3862,JNE3862-TU-M,Top,M,B09Y3CBT63,Shipped,1,INR,839.0,VAPI,Gujarat,396191.0,IN,False,Easy Ship
5154,402-7551402-0064368,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3543,JNE3543-KR-XXXL,kurta,3XL,B09HMJJW4L,Shipped,1,INR,368.0,NEW DELHI,DELHI,110092.0,IN,False,Easy Ship
5155,402-7551402-0064368,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0139,J0139-KR-XXXL,kurta,3XL,B091Y3X391,Shipped,1,INR,399.0,NEW DELHI,DELHI,110092.0,IN,False,Easy Ship
5157,407-8801117-6184302,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3784,JNE3784-KR-L,kurta,L,B09K3TM23D,Shipped,1,INR,458.0,FARIDABAD,HARYANA,121001.0,IN,False,Easy Ship
5158,407-4823803-4018765,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-M,kurta,M,B081WVMMCY,Shipped,1,INR,399.0,MUDIGERE,KARNATAKA,577113.0,IN,False,Easy Ship
5159,408-4545334-7198702,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-S,Set,S,B09NQ4CZ65,Shipped,1,INR,597.0,KARIMNAGAR,TELANGANA,505451.0,IN,False,Easy Ship
5160,408-4545334-7198702,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0148,J0148-SET-S,Set,S,B0929B7M5Y,Shipped,1,INR,636.0,KARIMNAGAR,TELANGANA,505451.0,IN,False,Easy Ship
5162,403-7738448-8729936,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-XL,Set,XL,B099NJV9X7,Shipped,1,INR,599.0,IMPHAL,MANIPUR,795001.0,IN,False,Easy Ship
5164,403-2881657-1567539,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3522,JNE3522-KR-XXL,kurta,XXL,B08W9K3MXR,Shipped,1,INR,342.0,PUNE,MAHARASHTRA,411040.0,IN,False,Easy Ship
5174,407-7518897-4138765,2022-04-27,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,597.0,Banglore,KARNATAKA,560072.0,IN,False,Easy Ship
5175,171-7026969-1955542,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET405,SET405-KR-NP-XXL,Set,XXL,B09QJ2HM91,Shipped,1,INR,771.0,HYDERABAD,TELANGANA,500084.0,IN,False,Easy Ship
5176,407-5455938-1827521,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,Shipped,1,INR,597.0,VASAI VIRAR,MAHARASHTRA,401202.0,IN,False,Easy Ship
5177,407-4059940-2093101,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0340,J0340-TP-S,Top,S,B0986XTYKD,Shipped,1,INR,599.0,JABALPUR,MADHYA PRADESH,482002.0,IN,False,Easy Ship
5179,403-0631932-8326700,2022-04-27,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET397,SET397-KR-NP  -M,Set,M,B09RKD6KWL,Shipped,1,INR,1186.0,Ashiana nagar Patna,Bihar,800025.0,IN,False,Easy Ship
5186,405-0972261-0557136,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0217,J0217-BL-XXL,Blouse,XXL,B09KXXNGLB,Shipped,1,INR,665.0,CHENNAI,TAMIL NADU,600017.0,IN,False,Easy Ship
5188,403-3081937-2441957,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3697,JNE3697-KR-XL,kurta,XL,B098112V2V,Shipped,1,INR,458.0,VISAKHAPATNAM,ANDHRA PRADESH,530012.0,IN,False,Easy Ship
5189,403-2354658-1433941,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3695,JNE3695-KR-M,kurta,M,B0981196JL,Shipped,1,INR,295.0,MARIGAON,ASSAM,782105.0,IN,False,Easy Ship
5190,405-7400000-1326725,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-M,kurta,M,B081WVMMCY,Shipped,1,INR,399.0,GHAZIABAD,UTTAR PRADESH,201005.0,IN,False,Easy Ship
5193,402-9762685-1705934,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET393,SET393-KR-NP-S,Set,S,B09QJ5LYDH,Shipped,1,INR,969.0,SONBHADRA,UTTAR PRADESH,231219.0,IN,False,Easy Ship
5195,408-0752231-2937957,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3365,JNE3365-KR-1052-A-M,kurta,M,B07WP5DYSW,Shipped,1,INR,376.0,GONDA,UTTAR PRADESH,271319.0,IN,False,Easy Ship
5196,406-1886682-4529904,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3865,JNE3865-TP-XXL,Top,XXL,B09TZTZ58D,Shipped,1,INR,599.0,HYDERABAD,TELANGANA,500004.0,IN,False,Easy Ship
5198,404-4294889-5122764,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-XL,kurta,XL,B09K3WFR76,Shipped,1,INR,459.0,HYDERABAD,TELANGANA,500059.0,IN,False,Easy Ship
5203,402-6899015-5880305,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XXXL,Western Dress,3XL,B09SDY4VDC,Shipped,1,INR,725.0,PIMPRI CHINCHWAD,MAHARASHTRA,412105.0,IN,False,Easy Ship
5205,402-0504618-6672305,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0338,J0338-DR-S,Western Dress,S,B0982Z4W2G,Shipped,1,INR,744.0,HYDERABAD,TELANGANA,500062.0,IN,False,Easy Ship
5206,406-5073411-7212363,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3720,JNE3720-KR-M,kurta,M,B099NPPRKB,Shipped,1,INR,517.0,ONGOLE,ANDHRA PRADESH,523001.0,IN,False,Easy Ship
5209,407-9237037-8353956,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0281,J0281-SKD-S,Set,S,B08QGJR8RG,Shipped,1,INR,1388.0,LUCKNOW,UTTAR PRADESH,226016.0,IN,False,Easy Ship
5212,406-0965162-1101169,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0338,J0338-DR-M,Western Dress,M,B0982ZPB81,Shipped,1,INR,744.0,Khammam,TELANGANA,507003.0,IN,False,Easy Ship
5213,406-0965162-1101169,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0343,J0343-DR-M,Western Dress,M,B0982ZJ666,Shipped,1,INR,744.0,Khammam,TELANGANA,507003.0,IN,False,Easy Ship
5216,406-0050007-4068349,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0132,J0132-KR-XL,kurta,XL,B08N19JM43,Shipped,1,INR,362.0,HYDERABAD,TELANGANA,500084.0,IN,False,Easy Ship
5218,404-7885715-9885913,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-XXL,Set,XXL,B099NJQ8JQ,Shipped,1,INR,563.0,BENGALURU,KARNATAKA,560024.0,IN,False,Easy Ship
5219,407-6172056-1253937,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3439,JNE3439-KR-S,kurta,S,B081X513P3,Shipped,1,INR,399.0,THIRUVARUR,TAMIL NADU,610002.0,IN,False,Easy Ship
5220,404-8541183-2625124,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET037,SET037-KR-NP-XL,Set,XL,B07MY2YYN9,Shipped,1,INR,612.0,GANJAM,ODISHA,761121.0,IN,False,Easy Ship
5221,402-3456621-7581969,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0139,J0139-KR-L,kurta,L,B091YNCY8B,Shipped,1,INR,399.0,PUNE,MAHARASHTRA,411057.0,IN,False,Easy Ship
5223,408-6340880-6094707,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET265,SET265-KR-NP-XL,Set,XL,B0983DQLBQ,Shipped,1,INR,888.0,Thalassery,KERALA,670741.0,IN,False,Easy Ship
5235,407-1964800-1205901,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3818,JNE3818-KR-M,kurta,M,B09LV1K1PD,Shipped,1,INR,499.0,DEHRADUN,UTTARAKHAND,248001.0,IN,False,Easy Ship
5236,404-8350077-5573121,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET386,SET386-KR-NP-XXL,Set,XXL,B09K3LL5SD,Shipped,1,INR,631.0,SURAT,Gujarat,395007.0,IN,False,Easy Ship
5239,405-2261920-9669157,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET347,SET347-KR-NP-XS,Set,XS,B09RKFBMYD,Shipped,1,INR,852.0,GUWAHATI,ASSAM,781021.0,IN,False,Easy Ship
5240,408-6560852-1623540,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3861,JNE3861-DR-M,Western Dress,M,B09SDYNSM7,Shipped,1,INR,791.0,GUWAHATI,ASSAM,781006.0,IN,False,Easy Ship
5241,405-1988429-8615553,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET388,SET388-KR-NP-XL,Set,XL,B09QJNFSBR,Shipped,1,INR,1260.0,DEOBAND,UTTAR PRADESH,247554.0,IN,False,Easy Ship
5243,402-7502663-3321144,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3655,JNE3655-TP-S,Top,S,B0986Z551L,Shipped,1,INR,329.0,PUDUCHERRY,PUDUCHERRY,605006.0,IN,False,Easy Ship
5246,406-2867301-8923523,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0280,J0280-SKD-XL,Set,XL,B08QGP2JMT,Shipped,1,INR,1463.0,SAWANTWADI,MAHARASHTRA,416510.0,IN,False,Easy Ship
5248,402-7468661-8112355,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-XXXL,Set,3XL,B08B3XS7ST,Shipped,1,INR,759.0,MUMBAI,MAHARASHTRA,400022.0,IN,False,Easy Ship
5249,404-3978926-5253912,2022-04-27,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET322,SET322-KR-SHA-L,Set,L,B09RKD22W2,Shipped,1,INR,1099.0,Haldaur district Bijnor,UTTAR PRADESH,246726.0,IN,False,Easy Ship
5252,405-7103241-0967559,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,Shipped,1,INR,597.0,SHIMLA,HIMACHAL PRADESH,171005.0,IN,False,Easy Ship
5255,403-2236919-7921165,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3697,JNE3697-KR-XL,kurta,XL,B098112V2V,Shipped,1,INR,458.0,BENGALURU,KARNATAKA,560105.0,IN,False,Easy Ship
5256,403-2236919-7921165,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0346,J0346-SET-XL,Set,XL,B0983G1KLL,Shipped,1,INR,478.0,BENGALURU,KARNATAKA,560105.0,IN,False,Easy Ship
5258,403-2483448-0575558,2022-04-27,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3291,JNE3291-KR-L,kurta,L,B07R5X9WJB,Shipped,1,INR,442.0,Bhogapuram,ANDHRA PRADESH,535216.0,IN,False,Easy Ship
5261,405-4362927-6993104,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-M,Western Dress,M,B099NQQ79L,Shipped,1,INR,744.0,HOSUR,TAMIL NADU,635126.0,IN,False,Easy Ship
5266,404-9847578-3516356,2022-04-27,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-M,Set,M,B08B3Z2YY3,Shipped,1,INR,759.0,Madanapalli Chittoor,ANDHRA PRADESH,517319.0,IN,False,Easy Ship
5267,408-5215808-0284337,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-XS,Western Dress,XS,B099NS55L1,Shipped,1,INR,744.0,CHENNAI,TAMIL NADU,600020.0,IN,False,Easy Ship
5271,404-5444756-9738734,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET344,SET344-KR-NP-XXL,Set,XXL,B09QJ48G25,Shipped,1,INR,968.0,Mihijam,JHARKHAND,815354.0,IN,False,Easy Ship
5272,406-3302384-2287537,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0308,J0308-DR-XL,Western Dress,XL,B099NS3FWG,Shipped,1,INR,625.0,MUMBAI,MAHARASHTRA,400066.0,IN,False,Easy Ship
5275,405-4594302-1006762,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET264,SET264-KR-NP-L,Set,L,B08YNFKKGY,Shipped,1,INR,824.0,MUMBAI,MAHARASHTRA,400053.0,IN,False,Easy Ship
5277,407-1921580-2429119,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3648,JNE3648-TP-N-M,Top,M,B08ZH9GDTY,Shipped,1,INR,518.0,JAIPUR,RAJASTHAN,302012.0,IN,False,Easy Ship
5278,407-1258667-4915533,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0096,J0096-KR-XL,kurta,XL,B089G2K69F,Shipped,1,INR,568.0,NAKREKAL,TELANGANA,508211.0,IN,False,Easy Ship
5279,403-9596092-3787501,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET323,SET323-KR-NP-S,Set,S,B09NDLSGZM,Shipped,1,INR,939.0,MUMBAI,MAHARASHTRA,400002.0,IN,False,Easy Ship
5282,406-7862428-6072302,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0369,J0369-SKD-L,Set,L,B09K3PNR27,Shipped,1,INR,1099.0,Chennai,TAMIL NADU,600122.0,IN,False,Easy Ship
5283,406-7862428-6072302,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET282,SET282-KR-PP-L,Set,L,B09CT47S1K,Shipped,1,INR,1099.0,Chennai,TAMIL NADU,600122.0,IN,False,Easy Ship
5286,403-0163678-5955563,2022-04-27,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET288,SET288-KR-NP-XXXL,Set,3XL,B09M6STTBC,Shipped,1,INR,684.0,Greater noida West,UTTAR PRADESH,201318.0,IN,False,Easy Ship
5290,171-9945939-4975536,2022-04-27,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE2199,JNE2199-KR-411-A-XXL,kurta,XXL,B07BL222Q1,Shipped,1,INR,353.0,Hyderabad,TELANGANA,500057.0,IN,False,Easy Ship
5293,405-7429146-5389920,2022-04-27,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3543,JNE3543-KR-S,kurta,S,B08HHJP41L,Shipped,1,INR,368.0,GHAZIABAD,UTTAR PRADESH,201302.0,IN,False,Easy Ship
5297,403-2611847-3226745,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET397,SET397-KR-NP-S,Set,S,B09RKF9GZQ,Shipped,1,INR,1115.0,SHILLONG,MEGHALAYA,793006.0,IN,False,Easy Ship
5299,404-0390672-4434716,2022-04-27,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET393,SET393-KR-NP-XXL,Set,XXL,B09QJ48KSN,Shipped,1,INR,969.0,VALLAM THANJAVUR DISTRICT,TAMIL NADU,613403.0,IN,False,Easy Ship
5300,407-6902250-0024315,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET339,SET339-KR-NP-S,Set,S,B09RT1WSR9,Shipped,1,INR,654.0,NELLORE,ANDHRA PRADESH,524002.0,IN,False,Easy Ship
5303,406-6719863-5017102,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET366,SET366-KR-NP-M,Set,M,B09QJLMRWQ,Shipped,1,INR,1163.0,HYDERABAD,TELANGANA,500013.0,IN,False,Easy Ship
5304,171-4741572-2834757,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,Shipped,1,INR,597.0,shimla,HIMACHAL PRADESH,171005.0,IN,False,Easy Ship
5307,405-3159293-7011531,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-L,Western Dress,L,B09SDXWNPZ,Shipped,1,INR,771.0,HYDERABAD,TELANGANA,502319.0,IN,False,Easy Ship
5308,403-5400708-7343546,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3439,JNE3439-KR-XXXL,kurta,3XL,B09B2BB99M,Shipped,1,INR,399.0,BENGALURU,KARNATAKA,560084.0,IN,False,Easy Ship
5311,171-1463122-2822732,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0308,J0308-DR-XXXL,Western Dress,3XL,B099NTV5ZV,Shipped,1,INR,665.0,VASAI VIRAR,MAHARASHTRA,401201.0,IN,False,Easy Ship
5313,407-3837361-2380356,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET345,SET345-KR-NP-M,Set,M,B09KXV4BN8,Shipped,1,INR,626.0,BENGALURU,KARNATAKA,560064.0,IN,False,Easy Ship
5324,406-0125374-8863509,2022-04-27,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0284,J0284-SKD-L,Set,L,B08QGKKPJ4,Shipped,1,INR,1200.0,BHUBANESWAR,ODISHA,751024.0,IN,False,Easy Ship
5334,406-4781734-9969902,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2171,JNE2171-KR-437-XL,kurta,XL,B079WYDLLS,Shipped,1,INR,495.0,AIZAWL,MIZORAM,796001.0,IN,False,Easy Ship
5335,402-4216679-8410715,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3795,JNE3795-KR-XXXL,kurta,3XL,B09HMXJVFS,Shipped,1,INR,517.0,Umaria BANDHAWAGARH,MADHYA PRADESH,484661.0,IN,False,Easy Ship
5338,407-2711435-1038700,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3546,JNE3546-KR-XL,kurta,XL,B08HK5JSM1,Shipped,1,INR,458.0,LUCKNOW,UTTAR PRADESH,226028.0,IN,False,Easy Ship
5339,404-7467019-7889168,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET366,SET366-KR-NP-M,Set,M,B09QJLMRWQ,Shipped,1,INR,1163.0,BENGALURU,KARNATAKA,560076.0,IN,False,Easy Ship
5344,408-1590570-6285134,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET401,SET401-KR-NP-XL,Set,XL,B09VC68QLJ,Shipped,1,INR,0.0,HYDERABAD,TELANGANA,500016.0,IN,False,Easy Ship
5347,407-1186822-7366747,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3775,JNE3775-KR-XL,kurta,XL,B09KXSLXWG,Shipped,1,INR,291.0,PALAKKAD,KERALA,679503.0,IN,False,Easy Ship
5353,408-7824755-0328369,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-XXXL,kurta,3XL,B09K3X5D97,Shipped,1,INR,459.0,SAMBALPUR,ODISHA,768002.0,IN,False,Easy Ship
5354,171-8138253-4060329,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,Shipped,1,INR,597.0,AHMEDABAD,Gujarat,380051.0,IN,False,Easy Ship
5356,405-7621576-9237907,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0280,J0280-SKD-XXL,Set,XXL,B08QGMG4RW,Shipped,1,INR,1556.0,MUMBAI,MAHARASHTRA,400076.0,IN,False,Easy Ship
5357,408-6777093-2825108,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3439,JNE3439-KR-XXL,kurta,XXL,B081WZ7M52,Shipped,1,INR,0.0,SURAT,Gujarat,395009.0,IN,False,Easy Ship
5358,403-0879173-8566705,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-L,Set,L,B099NJKJ54,Shipped,1,INR,563.0,Sareni,UTTAR PRADESH,229212.0,IN,False,Easy Ship
5360,403-3306872-4608369,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0010,J0010-LCD-M,Set,M,B08BJSJX3D,Shipped,1,INR,999.0,MUTHIALPET,PUDUCHERRY,605003.0,IN,False,Easy Ship
5361,403-4818789-8699529,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET171,SET171-KR-NP-XXXL,Set,3XL,B0822TKGKH,Shipped,1,INR,792.0,NEW DELHI,DELHI,110058.0,IN,False,Easy Ship
5363,171-1329115-8901127,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-M,kurta,M,B081WVMMCY,Shipped,1,INR,399.0,CUTTACK,ODISHA,753010.0,IN,False,Easy Ship
5365,171-6502160-0706734,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET393,SET393-KR-NP-S,Set,S,B09QJ5LYDH,Shipped,1,INR,969.0,DURGAPUR,WEST BENGAL,713212.0,IN,False,Easy Ship
5369,404-7652396-4819546,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0336,J0336-TP-M,Top,M,B0986X1Z7J,Shipped,1,INR,599.0,BENGALURU,KARNATAKA,560066.0,IN,False,Easy Ship
5370,408-8093666-2245966,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-S,kurta,S,B09K3T9XRW,Shipped,1,INR,459.0,Mumbai,MAHARASHTRA,400066.0,IN,False,Easy Ship
5373,406-8862902-7465900,2022-04-27,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3722,JNE3722-KR-XXL,kurta,XXL,B09BQBF3Y2,Shipped,1,INR,280.0,GANDHINAGAR,Gujarat,382424.0,IN,False,Easy Ship
5374,402-6035861-6647528,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0301,J0301-TP-S,Top,S,B099S7RVXG,Shipped,1,INR,463.0,KHARAGPUR,WEST BENGAL,721301.0,IN,False,Easy Ship
5376,408-0905747-4765912,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-XS,Set,XS,B0894WW15B,Shipped,1,INR,654.0,ALLAHABAD,UTTAR PRADESH,211001.0,IN,False,Easy Ship
5385,171-3278050-1997128,2022-04-27,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3724,JNE3724-KR-L,kurta,L,B098121HFD,Shipped,1,INR,499.0,BENGALURU,KARNATAKA,560067.0,IN,False,Easy Ship
5386,171-7183489-4570757,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3609,JNE3609-KR-L,kurta,L,B08W28FD2K,Shipped,1,INR,568.0,Bangalore,KARNATAKA,560043.0,IN,False,Easy Ship
5387,403-7919404-8709921,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3795,JNE3795-KR-XXL,kurta,XXL,B09HMT2BX4,Shipped,1,INR,517.0,Managuru,TELANGANA,507125.0,IN,False,Easy Ship
5389,402-3452672-6325958,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0205,J0205-TP-XXL,Top,XXL,B09871M45X,Shipped,1,INR,387.0,KALYAN,MAHARASHTRA,421301.0,IN,False,Easy Ship
5391,403-8857577-2836363,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3804,JNE3804-KR-XXXL,kurta,3XL,B09K3XPRCK,Shipped,1,INR,459.0,NOIDA,UTTAR PRADESH,201304.0,IN,False,Easy Ship
5392,408-9757627-7233920,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3440,JNE3440-KR-N-XL,kurta,XL,B081WPK66G,Shipped,1,INR,0.0,UDAIPUR,RAJASTHAN,313001.0,IN,False,Easy Ship
5393,406-4734155-5736312,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3515,JNE3515-KR-XXXL,kurta,3XL,B098126Y6Q,Shipped,1,INR,459.0,PATHANAMTHITTA,KERALA,689548.0,IN,False,Easy Ship
5395,408-5321252-2745128,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-M,kurta,M,B081WVMMCY,Shipped,1,INR,399.0,VIRAJPETE,KARNATAKA,571247.0,IN,False,Easy Ship
5396,404-6348225-0099538,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET398,SET398-KR-PP-XXL,Set,XXL,B09RP8WY5J,Shipped,1,INR,1186.0,BENGALURU,KARNATAKA,560094.0,IN,False,Easy Ship
5397,404-6348225-0099538,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET319,SET319-KR-NP-XXL,Set,XXL,B09KXT2VYT,Shipped,1,INR,835.0,BENGALURU,KARNATAKA,560094.0,IN,False,Easy Ship
